7,5B031FDDX00004,5.552,8.844000000000001,8.844000000000001,11.597999999999999,13.439,14.051000000000002,14.902000000000001,15.103000000000002,14.82,14.506999999999998,13.753999999999998,13.279000000000003,13.123000000000005,12.948,12.890999999999998,13.153999999999996,13.100000000000001,13.056999999999995,14.936,14.953000000000003,14.211999999999996,12.232999999999997,12.021999999999998,10.779000000000003,10.102000000000004,8.633000000000003,7.108999999999995,6.6100000000000065,5.518999999999998,4.791000000000004,4.0319999999999965,3.7149999999999963,3.955999999999996,4.721000000000004,4.955999999999996,4.814999999999998,4.899999999999999,5.847999999999999,7.5319999999999965,9.832,11.719999999999999,12.416999999999994,12.279000000000003,12.821999999999996,14.400000000000006,16.037999999999997,16.088,15.411000000000001,16.997,17.597999999999992,17.544000000000004,17.43200000000001,17.259,17.883000000000003,19.147000000000006,19.284000000000006,17.915999999999997,17.511999999999993,20.912999999999997,24.36500000000001,24.998999999999995,25.9,21.613000000000007,22.244,27.625,25.935999999999993,21.376000000000005,28.884999999999998,28.326000000000008,41.519000000000005,28.267000000000003,20.762,20.576999999999998,27.229999999999997,26.078999999999994,28.872,40.653,45.923,35.312999999999995,40.20000000000001,41.003,51.00300000000001,43.365,40.971000000000004,29.88199999999999,33.681,31.362000000000002,50.884,65.024,56.665,44.69199999999999,49.993,49.546,53.567,42.53699999999999
8,5B031FDDX00004,5.762999999999998,9.069000000000003,9.069000000000003,11.447000000000003,13.258000000000003,13.956000000000003,15.059000000000005,15.214999999999996,15.012999999999998,15.000999999999998,14.049999999999997,13.43,12.948,12.667000000000002,12.560000000000002,13.027999999999999,13.064999999999998,12.957,14.638999999999996,14.668,13.918999999999997,11.997999999999998,12.104999999999997,11.296,10.695,8.891999999999996,7.196000000000005,6.707999999999998,5.604999999999997,4.896000000000001,4.132999999999996,3.7920000000000016,4.086999999999996,4.909999999999997,4.997,4.713999999999999,4.728999999999999,5.631999999999998,7.375,9.733000000000004,11.686,12.568000000000005,12.680999999999997,13.332,14.906999999999996,16.473999999999997,16.64500000000001,16.178000000000004,17.664,18.165,18.168999999999997,17.925999999999995,17.819000000000003,18.355000000000004,19.673000000000002,19.740000000000002,18.312999999999995,17.859,21.128,24.514999999999993,25.039999999999992,25.535000000000004,21.29500000000001,21.724999999999994,27.053000000000004,25.372000000000007,21.069000000000003,30.854,28.849999999999994,41.144000000000005,29.28099999999999,21.391999999999996,20.611999999999995,27.921000000000006,26.531000000000006,29.473,40.227,47.501,35.112,39.977000000000004,41.663,52.105,43.886,41.349000000000004,30.486000000000004,33.819,31.451999999999998,51.163,61.51200000000001,56.563,44.55,50.089999999999996,49.032000000000004,51.88999999999999,42.153999999999996
9,5B031FDDX00004,5.414999999999999,8.342000000000006,8.342000000000006,10.998999999999995,12.798000000000002,13.475000000000001,14.519000000000005,14.71,14.671,14.553999999999995,13.764999999999993,13.248999999999995,12.847999999999999,12.605000000000004,12.530000000000001,12.829999999999998,12.962000000000003,12.896999999999998,14.524999999999999,14.506999999999998,13.765,11.936,12.038000000000004,11.235,10.610999999999997,8.920000000000002,7.197999999999993,6.6640000000000015,5.591000000000001,4.880000000000003,4.118000000000002,3.7749999999999986,4.099000000000004,4.966999999999999,5.019999999999996,4.725000000000001,4.725999999999999,5.638000000000005,7.386000000000003,9.761000000000003,11.726999999999997,12.584000000000003,12.68,13.304000000000002,14.884,16.524,16.668,16.125999999999998,17.6,18.151000000000003,18.091,17.893000000000008,17.723999999999997,18.37899999999999,19.586,19.731,18.269999999999996,17.867000000000004,21.131999999999998,24.587000000000003,24.939,25.448000000000008,21.208999999999996,21.846000000000004,27.102000000000004,25.412,20.85600000000001,30.936,28.819000000000003,41.213,29.002999999999993,21.354,20.598,27.70000000000001,26.501000000000005,29.552000000000007,40.504,46.934999999999995,35.322,39.57299999999999,41.968,51.839,44.318999999999996,41.150999999999996,30.58899999999999,33.909,31.302999999999997,51.267,63.89,58.416000000000004,44.922,50.751,49.051,50.646,43.151
10,5B031FDDX00004,5.276000000000003,8.231000000000002,8.231000000000002,10.490000000000002,12.327000000000005,13.188000000000002,14.558999999999997,14.901000000000003,14.753,14.695,13.750999999999998,13.080999999999996,12.693000000000005,12.589999999999996,12.542000000000002,12.753,13.010999999999996,12.942,14.674,14.642000000000003,13.879999999999995,12.043,12.020000000000003,11.122,10.524999999999999,8.876000000000005,7.194000000000003,6.670999999999999,5.585000000000001,4.874000000000002,4.109999999999999,3.7830000000000013,4.103999999999999,4.991999999999997,5.070999999999998,4.732999999999997,4.698,5.6370000000000005,7.466999999999999,9.834000000000003,11.695,12.556000000000004,12.721000000000004,13.370999999999995,14.942000000000007,16.562000000000005,16.726999999999997,16.194000000000003,17.747,18.192,18.152000000000008,18.000999999999998,17.791000000000004,18.392000000000003,19.627999999999993,19.625999999999998,18.270000000000003,17.897,21.125000000000007,24.489000000000004,24.991,25.512,21.211,21.773999999999994,27.02499999999999,25.405,20.944000000000003,30.53,28.545,39.907000000000004,28.769000000000005,21.297000000000004,20.649000000000008,27.729,26.487999999999992,29.206999999999994,39.839999999999996,47.03699999999999,35.06400000000001,39.527,41.404,51.717,44.731,41.190000000000005,30.556000000000004,33.557,31.084000000000003,51.52700000000001,66.55600000000001,59.066,44.68299999999999,50.574999999999996,48.471000000000004,50.177,42.51
11,5B031FDDX00004,5.6810000000000045,8.418,8.418,11.304000000000002,13.151000000000003,13.365000000000002,14.242999999999995,14.528999999999996,14.506,14.161000000000001,13.658000000000001,13.215000000000003,12.753999999999998,12.515999999999998,12.442,12.847999999999999,13.064,13.006999999999998,14.692999999999998,14.637,13.927999999999997,12.027000000000001,12.044999999999995,11.198999999999998,10.572000000000003,8.808999999999997,7.128999999999998,6.631,5.548000000000002,4.825000000000003,4.078000000000003,3.7959999999999994,4.128,5.001999999999995,5.123999999999995,4.802,4.774999999999999,5.717999999999996,7.503,9.869,11.814,12.61,12.672000000000004,13.320999999999998,15.005000000000003,16.486000000000004,16.51400000000001,16.131999999999998,17.768000000000008,18.189,18.007000000000005,17.87899999999999,17.741999999999997,18.35600000000001,19.591,19.549,18.18099999999999,17.84199999999999,21.17,24.473000000000006,24.972,25.503,21.274000000000008,21.734,27.046,25.503,21.006999999999998,30.758000000000003,28.756,40.797999999999995,28.948999999999998,21.366,20.701999999999998,27.894000000000005,26.51899999999999,29.128000000000007,40.253,48.035999999999994,35.308,39.72800000000001,41.437000000000005,51.11200000000001,44.592999999999996,41.29,30.215999999999994,34.311,31.412999999999997,52.17100000000001,66.301,59.457,45.028,51.00399999999999,48.737,51.373000000000005,42.39000000000001
12,5B031FDDX00004,5.208999999999996,9.116999999999997,9.116999999999997,12.396999999999998,12.994999999999997,14.942999999999998,16.005000000000003,16.456000000000003,15.842999999999996,15.709000000000003,14.955999999999996,14.421999999999997,13.947000000000003,13.840000000000003,13.915,14.902000000000001,14.902000000000001,14.875999999999998,13.805999999999997,13.026000000000003,12.417000000000002,12.174999999999997,12.009,10.994,9.82,7.990000000000002,6.666000000000004,5.603999999999999,5.247,4.703000000000003,4.003,3.7989999999999995,4.1129999999999995,4.533000000000001,4.076999999999998,3.253999999999998,2.5319999999999965,3.0130000000000052,4.890000000000001,7.387999999999998,10.083999999999996,12.637,14.072999999999993,15.158999999999992,17.494999999999997,19.011999999999993,18.245000000000005,17.58899999999999,17.887999999999998,20.555000000000007,22.790000000000006,23.863,25.387,24.511999999999993,23.022,23.108000000000004,22.851999999999997,21.362000000000002,23.221999999999994,25.301999999999992,25.78,25.974000000000004,21.954000000000008,23.995000000000005,26.799,25.241999999999997,20.996000000000002,30.796,28.222,48.58,27.698,21.984999999999992,20.69299999999999,26.052999999999997,25.059999999999995,28.16700000000001,41.675000000000004,42.36800000000001,36.655,39.818000000000005,40.800000000000004,52.559000000000005,43.14699999999999,39.849,32.626999999999995,34.260999999999996,33.305,47.075,48.87199999999999,47.974000000000004,50.99699999999999,49.327999999999996,43.35,56.986,43.162
13,5B031FDDX00004,4.8629999999999995,8.168999999999997,8.168999999999997,11.354,11.354,13.652999999999999,15.201999999999998,15.882999999999996,15.945999999999998,15.755000000000003,15.415,14.810000000000002,14.18,13.770000000000003,13.855000000000004,15.314,15.664000000000001,15.945,14.993000000000002,13.695999999999998,13.043,11.600999999999999,11.365000000000002,9.578000000000003,8.854,7.823,6.2109999999999985,5.805999999999997,4.9979999999999976,4.564,3.8900000000000006,3.6840000000000046,4.128,4.57,4.137999999999998,3.5970000000000013,3.3389999999999986,4.210000000000001,6.359999999999999,8.895000000000003,11.081000000000003,12.938000000000002,13.968999999999994,14.826,16.757000000000005,17.827000000000005,16.817999999999998,15.96,15.994999999999997,17.598999999999997,18.771,20.169000000000004,20.897,20.623999999999995,20.829,21.192,21.09499999999999,20.205000000000005,21.909000000000006,24.653000000000006,25.061,25.770000000000003,22.442,24.418,27.141999999999996,25.068999999999996,21.268,31.755000000000003,28.320999999999998,49.26500000000001,27.537,22.101,20.894999999999996,25.723,25.487000000000002,28.121000000000002,38.782,42.026999999999994,37.712,41.26,41.129999999999995,55.76500000000001,44.034000000000006,40.211000000000006,33.186,35.075,32.975,47.876999999999995,48.889,46.964999999999996,53.23800000000001,47.99700000000001,42.752,52.125,41.014
14,5B031FDDX00004,5.463000000000001,8.512,8.512,11.779000000000003,12.076999999999998,13.989999999999995,15.212000000000003,15.644999999999996,15.629999999999995,15.228000000000002,14.801000000000002,14.283000000000001,13.860999999999997,13.635000000000005,13.851000000000006,14.671999999999997,14.912999999999997,15.065000000000005,13.948999999999998,13.103000000000002,12.570999999999998,12.411999999999999,12.055,10.912000000000006,9.691000000000003,8.010999999999996,6.6810000000000045,5.5760000000000005,5.262999999999998,4.7379999999999995,3.9750000000000014,3.761000000000003,4.161000000000001,4.632000000000005,4.132999999999996,3.2889999999999944,2.580999999999996,3.0629999999999953,4.890999999999998,7.287999999999997,9.969000000000001,12.520000000000003,14.071000000000005,15.280999999999999,17.696000000000005,19.12299999999999,18.127000000000002,17.517999999999994,17.919000000000004,20.417,21.945999999999998,23.113999999999997,24.692,23.885999999999996,22.756000000000007,23.055,23.256,21.621000000000002,23.048000000000002,25.284,25.601,26.017000000000003,22.045,24.104999999999997,26.995999999999995,25.275000000000006,21.119999999999997,31.324000000000005,28.174000000000007,49.855999999999995,28.360999999999997,22.221999999999994,20.897,26.068000000000005,25.313000000000002,28.116999999999997,40.811,42.843,36.719,40.452,41.263000000000005,52.06400000000001,43.661,39.888,32.935,34.391999999999996,33.352999999999994,46.989000000000004,48.80500000000001,47.452999999999996,51.47200000000001,49.080999999999996,44.211,60.04899999999999,42.830999999999996
15,5B031FDDX00004,4.959000000000003,8.365000000000002,8.365000000000002,11.258000000000003,11.396999999999998,13.363999999999997,14.566000000000003,15.049,15.087000000000003,15.066000000000003,14.64,14.204,13.756999999999998,13.510000000000005,13.753,14.747,15.181999999999995,15.517000000000003,14.488999999999997,13.624000000000002,13.032999999999994,12.336000000000006,11.632000000000005,10.270999999999994,9.224999999999994,7.7280000000000015,6.405000000000001,5.352000000000004,5.116,4.648000000000003,3.8629999999999995,3.6640000000000015,4.060000000000002,4.497,4.046999999999997,3.326999999999998,2.719999999999999,3.2319999999999993,5.067,7.4979999999999976,10.208999999999996,12.740000000000002,14.212000000000003,15.270000000000003,17.517000000000003,18.775000000000006,17.82,17.208999999999996,17.876000000000005,19.878999999999998,20.968000000000004,21.936000000000007,23.534999999999997,22.832,21.924000000000007,22.160000000000004,22.632000000000005,20.913000000000004,22.294000000000004,24.935000000000002,25.46,25.851,22.042999999999992,24.179000000000002,27.011000000000003,25.10900000000001,21.313000000000002,31.627000000000002,27.85,48.151,28.396,22.245000000000005,21.028,25.689999999999998,25.218999999999994,28.016999999999996,38.78,43.444,37.269999999999996,41.35099999999999,41.806,54.592,44.519999999999996,39.852000000000004,32.799,34.577999999999996,32.588,48.07900000000001,48.68299999999999,47.144999999999996,51.325,48.609,42.608000000000004,53.151,43.202000000000005
16,5B031FDDX00004,5.25,8.165999999999997,8.165999999999997,11.536000000000001,11.575000000000003,13.503,14.696000000000005,15.165,15.282000000000004,15.049,14.667000000000002,14.244,13.832,13.554000000000002,13.768999999999998,14.720000000000006,14.894999999999996,15.009,13.894999999999996,13.161000000000001,12.576,12.359000000000002,11.924,10.754000000000005,9.573,7.9310000000000045,6.634999999999998,5.560000000000002,5.261000000000003,4.7620000000000005,3.977000000000004,3.732999999999997,4.073,4.532000000000004,4.034999999999997,3.235999999999997,2.6260000000000048,3.1129999999999995,4.881,7.251999999999995,9.964999999999996,12.603000000000002,14.102000000000004,15.262999999999998,17.647000000000006,19.01599999999999,18.090000000000003,17.476000000000006,18.075999999999993,20.544000000000004,22.295,23.278000000000006,24.855000000000004,24.011999999999993,22.779999999999994,23.120999999999995,23.042,21.500999999999998,22.964000000000006,25.187999999999995,25.678000000000004,26.11200000000001,22.165,24.032000000000004,26.972,25.175000000000004,21.229,31.299,28.03,49.793000000000006,28.432000000000002,22.221999999999994,20.82,26.128999999999998,25.209000000000003,28.187000000000005,39.678999999999995,42.412000000000006,36.934,40.31699999999999,41.643,53.94800000000001,43.38400000000001,39.855000000000004,32.83500000000001,34.10000000000001,33.24999999999999,47.363,48.511,47.724999999999994,50.946000000000005,48.856,43.793000000000006,59.19499999999999,43.114
17,5B031FDDX00004,5.658999999999999,8.471000000000004,8.471000000000004,11.541000000000004,11.393,13.357999999999997,14.511000000000003,15.020000000000003,15.003999999999998,14.850999999999999,14.644000000000005,14.330999999999996,13.905000000000001,13.741,13.729,14.418,14.675000000000004,14.939999999999998,13.854999999999997,13.167000000000002,12.71,12.558,12.111000000000004,10.829,9.599999999999994,7.933,6.573,5.472999999999999,5.179000000000002,4.661000000000001,3.918999999999997,3.705999999999996,4.061,4.524999999999999,4.083999999999996,3.296999999999997,2.6240000000000023,3.1259999999999977,4.948,7.3089999999999975,9.931000000000004,12.488,14.037999999999997,15.280999999999999,17.793,19.130999999999993,17.993999999999993,17.348,17.78,20.25399999999999,21.744000000000007,22.957000000000008,24.592999999999996,23.726,22.661999999999992,23.079,23.194000000000003,21.686,23.077999999999996,25.139000000000003,25.562999999999995,26.063999999999993,22.022000000000006,24.17600000000001,26.924999999999997,25.321000000000005,21.22,31.431000000000004,28.019999999999996,49.903000000000006,28.662999999999997,22.416999999999994,20.926000000000002,26.059999999999995,25.398000000000003,28.079,39.533,42.171,37.203,40.665,41.608999999999995,52.836000000000006,44.04500000000001,40.086999999999996,32.895999999999994,34.470000000000006,33.26199999999999,46.980999999999995,48.428,47.681,52.230000000000004,48.809,44.373,60.739999999999995,41.64
