,0,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465
phase,dut_id,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr
freq,,100.0,106.0,112.0,118.0,125.0,132.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,212.0,224.0,236.0,250.0,265.0,280.0,300.0,315.0,335.0,355.0,375.0,400.0,425.0,450.0,475.0,500.0,530.0,560.0,600.0,630.0,670.0,710.0,750.0,800.0,850.0,900.0,950.0,1000.0,1060.0,1120.0,1180.0,1250.0,1320.0,1400.0,1500.0,1600.0,1700.0,1800.0,1900.0,2000.0,2120.0,2240.0,2360.0,2500.0,2650.0,2800.0,3000.0,3150.0,3350.0,3550.0,3750.0,4000.0,4250.0,4500.0,4750.0,5000.0,5300.0,5600.0,6000.0,6300.0,6700.0,7100.0,7500.0,8000.0,8500.0,9000.0,9500.0,10000.0,10600.0,11200.0,11800.0,12500.0,13200.0,14000.0,15000.0,16000.0,17000.0,18000.0,19000.0,20000.0,21200.0,22400.0
23,5B031FDDX00004,-37.92000000000001,-37.76700000000001,-37.984,-38.065999999999995,-38.11,-38.177,-38.237,-38.118,-38.047,-38.022000000000006,-38.021,-37.991000000000014,-37.94800000000001,-37.93,-37.84199999999999,-37.76899999999999,-37.77600000000001,-37.69600000000001,-37.707,-37.563,-37.54200000000001,-37.528,-37.50299999999999,-37.491000000000014,-37.458999999999996,-37.428000000000004,-37.425,-37.391000000000005,-37.376,-37.37100000000001,-37.352,-37.367999999999995,-37.35300000000001,-37.320000000000014,-37.314,-37.337999999999994,-37.383,-37.374,-37.385000000000005,-37.357,-37.243,-37.21000000000001,-37.17200000000001,-37.205999999999996,-37.13999999999999,-37.199,-37.347,-37.065,-36.625000000000014,-36.632999999999996,-36.809999999999995,-36.57399999999999,-36.24100000000001,-37.010999999999996,-35.72500000000001,-36.534,-36.577000000000005,-36.297,-36.30799999999999,-36.792,-35.56199999999999,-36.004000000000005,-35.853,-35.619,-35.263000000000005,-34.716,-35.014999999999986,-34.079,-34.04299999999999,-33.775,-33.54600000000001,-32.406,-32.523,-31.941000000000003,-31.20300000000001,-29.120000000000005,-29.622999999999994,-28.542999999999992,-28.73299999999999,-28.95699999999999,-29.253999999999998,-30.39400000000001,-31.038999999999987,-32.37899999999999,-35.614999999999995,-32.831999999999994,-34.46900000000001,-35.97299999999999,-38.376,-38.57500000000001,-37.21900000000001,-39.13700000000001,-37.31700000000001,-38.105,-38.51099999999998
24,5B031FDDX00004,-37.661,-37.744000000000014,-38.131,-38.241,-38.302000000000014,-38.368,-38.382000000000005,-38.315,-38.273999999999994,-38.24700000000001,-38.20699999999999,-38.167,-38.095,-38.047,-37.97400000000001,-37.95099999999999,-37.945,-37.839000000000006,-37.830999999999996,-37.840999999999994,-37.703999999999986,-37.67700000000001,-37.68399999999998,-37.686,-37.659000000000006,-37.64500000000001,-37.64,-37.60600000000001,-37.64900000000001,-37.63199999999999,-37.608999999999995,-37.57299999999999,-37.575,-37.567,-37.55800000000001,-37.59500000000001,-37.634,-37.630999999999986,-37.60300000000001,-37.57499999999999,-37.544,-37.465999999999994,-37.406,-37.42100000000001,-37.355999999999995,-37.23499999999999,-37.370000000000005,-37.218,-36.876999999999995,-36.90899999999999,-37.088,-36.99100000000001,-36.410000000000004,-36.521000000000015,-37.301,-36.143,-36.721999999999994,-36.44500000000001,-36.483000000000004,-35.858,-36.308,-35.604,-36.528,-35.19899999999999,-35.865999999999985,-34.62399999999999,-35.384,-34.492000000000004,-34.332999999999984,-33.925000000000004,-33.69199999999999,-32.679,-32.218999999999994,-31.449000000000005,-30.661,-29.923000000000005,-30.041000000000004,-28.936999999999994,-28.46,-28.05000000000001,-29.921999999999997,-30.44400000000001,-31.404000000000003,-30.78499999999999,-33.730999999999995,-33.05700000000001,-34.51800000000001,-35.14600000000001,-34.254999999999995,-37.751,-37.458999999999996,-37.604,-36.617999999999995,-38.344,-37.89500000000001
25,5B031FDDX00004,-37.656,-37.74200000000001,-38.132000000000005,-38.243,-38.30600000000001,-38.372,-38.385000000000005,-38.316,-38.27599999999999,-38.249,-38.21099999999999,-38.174,-38.104,-38.058,-37.985000000000014,-37.95899999999999,-37.948,-37.838,-37.82999999999999,-37.84199999999999,-37.70599999999998,-37.68100000000001,-37.69099999999999,-37.693,-37.666000000000004,-37.65100000000001,-37.646,-37.61500000000001,-37.66200000000001,-37.64999999999999,-37.62299999999999,-37.57999999999999,-37.578,-37.565,-37.532000000000004,-37.55700000000001,-37.605000000000004,-37.61399999999998,-37.593,-37.57199999999999,-37.528999999999996,-37.446,-37.394999999999996,-37.432,-37.379,-37.24699999999999,-37.373000000000005,-37.237,-36.900999999999996,-36.92099999999999,-37.094,-36.99400000000001,-36.423,-36.55400000000001,-37.31,-36.154,-36.71999999999999,-36.465,-36.49600000000001,-35.897,-36.349999999999994,-35.656,-36.539,-35.26299999999999,-35.85899999999999,-34.65399999999999,-35.358000000000004,-34.49300000000001,-34.30699999999999,-33.895,-33.68599999999999,-32.711,-32.23899999999999,-31.487000000000005,-30.747,-29.975000000000005,-30.094,-28.958999999999993,-28.524,-28.12900000000001,-30.043999999999997,-30.41200000000001,-31.401000000000003,-30.78399999999999,-33.69299999999999,-33.08500000000001,-34.54200000000001,-35.18900000000001,-34.523999999999994,-37.626999999999995,-37.586,-37.762,-36.863,-37.899,-37.95600000000001
26,5B031FDDX00004,-37.7,-37.79000000000001,-38.181000000000004,-38.283,-38.33600000000001,-38.395,-38.404,-38.333,-38.29299999999999,-38.266000000000005,-38.22699999999999,-38.187,-38.115,-38.068,-37.99600000000001,-37.972999999999985,-37.967,-37.86300000000001,-37.858,-37.86899999999999,-37.72999999999998,-37.69900000000001,-37.70599999999999,-37.709,-37.682,-37.66300000000001,-37.656000000000006,-37.620000000000005,-37.66100000000001,-37.63599999999999,-37.59599999999999,-37.55699999999999,-37.557,-37.54,-37.519000000000005,-37.54500000000001,-37.579,-37.578999999999986,-37.547000000000004,-37.52999999999999,-37.503,-37.43,-37.391,-37.455000000000005,-37.434999999999995,-37.31399999999999,-37.42400000000001,-37.248000000000005,-36.870999999999995,-36.87199999999999,-37.086999999999996,-36.995000000000005,-36.417,-36.54000000000001,-37.328,-36.138,-36.690999999999995,-36.42700000000001,-36.488,-35.891,-36.355,-35.576,-36.47,-35.24099999999999,-35.84599999999998,-34.62299999999999,-35.36000000000001,-34.48100000000001,-34.32199999999999,-33.905,-33.657999999999994,-32.68000000000001,-32.18699999999999,-31.465000000000007,-30.694000000000003,-29.947000000000006,-29.997,-28.918999999999993,-28.486,-28.01800000000001,-29.950999999999997,-30.460000000000008,-31.390000000000004,-30.739999999999988,-33.66399999999999,-33.03800000000001,-34.51700000000001,-35.112,-34.41,-37.494,-37.347,-37.535000000000004,-36.64,-38.708000000000006,-37.78600000000001
27,5B031FDDX00004,-37.689,-37.77600000000001,-38.166000000000004,-38.269,-38.32200000000001,-38.383,-38.395,-38.325,-38.285999999999994,-38.258,-38.21699999999999,-38.174,-38.098,-38.049,-37.97700000000001,-37.956999999999994,-37.955999999999996,-37.853,-37.84799999999999,-37.85799999999999,-37.71899999999999,-37.68800000000001,-37.695999999999984,-37.7,-37.67100000000001,-37.65200000000001,-37.646,-37.61200000000001,-37.65400000000001,-37.62499999999999,-37.58599999999999,-37.54699999999999,-37.545,-37.525,-37.504000000000005,-37.53100000000001,-37.56700000000001,-37.563999999999986,-37.529,-37.51199999999999,-37.485,-37.412,-37.382999999999996,-37.440000000000005,-37.41,-37.312999999999995,-37.42800000000001,-37.249,-36.867999999999995,-36.86899999999999,-37.086999999999996,-36.99700000000001,-36.421,-36.546000000000014,-37.324,-36.139,-36.699999999999996,-36.43600000000001,-36.504000000000005,-35.916999999999994,-36.366,-35.592,-36.486,-35.24099999999999,-35.83499999999999,-34.62999999999999,-35.354000000000006,-34.47500000000001,-34.30699999999999,-33.897,-33.65599999999999,-32.68300000000001,-32.20599999999999,-31.483000000000008,-30.712000000000003,-29.973000000000006,-29.988,-28.907999999999994,-28.485000000000003,-28.07000000000001,-29.930999999999997,-30.460000000000008,-31.373000000000005,-30.742999999999988,-33.66599999999999,-33.01700000000001,-34.510000000000005,-35.025000000000006,-34.452,-37.553,-37.378,-37.585,-36.691,-39.193000000000005,-37.85500000000001
28,5B031FDDX00004,-37.696,-37.78500000000001,-38.176,-38.282,-38.33900000000001,-38.402,-38.415,-38.347,-38.30799999999999,-38.28000000000001,-38.23699999999999,-38.193,-38.115,-38.065,-37.991000000000014,-37.968999999999994,-37.967,-37.865,-37.861,-37.87199999999999,-37.73299999999998,-37.702000000000005,-37.710999999999984,-37.716,-37.68600000000001,-37.66700000000001,-37.659000000000006,-37.623000000000005,-37.66400000000001,-37.63799999999999,-37.602999999999994,-37.56199999999999,-37.56,-37.54,-37.51800000000001,-37.54800000000001,-37.585,-37.58199999999999,-37.54900000000001,-37.53399999999999,-37.50699999999999,-37.437999999999995,-37.41,-37.466,-37.431,-37.32899999999999,-37.43800000000001,-37.262,-36.876,-36.882999999999996,-37.101,-37.011,-36.428,-36.549000000000014,-37.338,-36.15,-36.705999999999996,-36.446,-36.513000000000005,-35.916999999999994,-36.367999999999995,-35.592999999999996,-36.511,-35.24099999999999,-35.87099999999999,-34.64899999999999,-35.395,-34.50300000000001,-34.34999999999999,-33.939,-33.702999999999996,-32.705,-32.21199999999999,-31.478000000000005,-30.677999999999997,-29.943000000000005,-30.015,-28.942999999999994,-28.486,-28.04500000000001,-29.987,-30.453000000000007,-31.401000000000003,-30.753999999999987,-33.70399999999999,-33.12400000000001,-34.52100000000001,-35.09700000000001,-34.364999999999995,-37.742,-37.455999999999996,-37.690000000000005,-36.595,-38.633,-37.89500000000001
29,5B031FDDX00004,-39.06199999999999,-38.55900000000001,-38.06700000000001,-37.85799999999999,-37.98500000000001,-38.129000000000005,-38.066,-38.09400000000001,-38.172000000000004,-38.16399999999999,-38.126,-38.053,-38.032000000000004,-38.01899999999999,-37.993000000000016,-37.92,-37.936,-37.90700000000001,-37.808,-37.791,-37.722,-37.755999999999986,-37.76499999999998,-37.73299999999999,-37.715,-37.660999999999994,-37.666,-37.660000000000004,-37.60400000000001,-37.622000000000014,-37.615,-37.62600000000002,-37.611999999999995,-37.573,-37.589,-37.52600000000001,-37.556000000000004,-37.55099999999999,-37.519999999999996,-37.520999999999994,-37.489000000000004,-37.381000000000014,-37.386,-37.35900000000001,-37.40800000000001,-37.249,-37.52799999999999,-37.163,-37.145,-36.928000000000004,-37.15,-36.874,-36.51299999999998,-37.12799999999999,-36.31199999999999,-36.75100000000001,-36.743000000000016,-36.433,-36.494,-36.916000000000004,-36.097000000000016,-36.27,-35.89600000000001,-35.87299999999999,-35.337,-35.032000000000004,-35.582,-34.11100000000001,-34.35199999999999,-33.794000000000004,-33.89999999999999,-32.78099999999999,-32.646,-31.822000000000017,-31.13,-30.236999999999995,-30.182,-28.708999999999982,-29.267999999999997,-29.314,-29.300999999999995,-30.320999999999987,-30.494999999999997,-31.904999999999987,-31.825999999999986,-34.66000000000001,-33.64799999999999,-35.46400000000001,-36.372,-34.195999999999984,-38.443,-37.63700000000001,-36.63099999999999,-36.887,-34.221000000000004
30,5B031FDDX00004,-39.047,-38.543000000000006,-38.052000000000014,-37.846999999999994,-37.979000000000006,-38.12800000000001,-38.07000000000001,-38.10300000000001,-38.18000000000001,-38.16999999999999,-38.129999999999995,-38.056,-38.035000000000004,-38.02099999999999,-37.994000000000014,-37.919000000000004,-37.933,-37.903000000000006,-37.803,-37.785,-37.717000000000006,-37.75099999999999,-37.760999999999974,-37.728999999999985,-37.711,-37.659,-37.663,-37.65500000000001,-37.59700000000001,-37.614000000000004,-37.607000000000006,-37.615000000000016,-37.60099999999999,-37.568000000000005,-37.586999999999996,-37.52500000000001,-37.55200000000001,-37.54999999999999,-37.517999999999994,-37.519,-37.485,-37.378000000000014,-37.389,-37.36200000000001,-37.40700000000001,-37.243,-37.52199999999999,-37.163,-37.144000000000005,-36.928000000000004,-37.149,-36.877,-36.505999999999986,-37.126999999999995,-36.30899999999999,-36.74800000000001,-36.740000000000016,-36.432,-36.489,-36.896,-36.097000000000016,-36.251000000000005,-35.88100000000001,-35.86399999999999,-35.330000000000005,-35.024,-35.582,-34.09500000000001,-34.33699999999999,-33.788000000000004,-33.88499999999999,-32.763999999999996,-32.631,-31.801000000000016,-31.116999999999997,-30.257999999999996,-30.18,-28.70599999999998,-29.261999999999997,-29.300999999999995,-29.268999999999995,-30.281999999999986,-30.504999999999995,-31.920999999999985,-31.875999999999983,-34.72100000000001,-33.679999999999986,-35.47500000000001,-36.13,-34.310999999999986,-38.499,-37.638000000000005,-36.73,-37.113,-33.574
31,5B031FDDX00004,-39.05199999999999,-38.54800000000001,-38.05600000000001,-37.849,-37.979000000000006,-38.126000000000005,-38.065000000000005,-38.09400000000001,-38.17000000000001,-38.15699999999999,-38.114999999999995,-38.041000000000004,-38.021,-38.00799999999999,-37.98300000000001,-37.909000000000006,-37.923,-37.89500000000001,-37.795,-37.77799999999999,-37.709,-37.74499999999999,-37.75699999999998,-37.72699999999999,-37.708,-37.65,-37.653,-37.647000000000006,-37.59000000000001,-37.60700000000001,-37.6,-37.61100000000002,-37.59599999999999,-37.563,-37.580999999999996,-37.51900000000001,-37.547000000000004,-37.54099999999999,-37.51199999999999,-37.513,-37.480999999999995,-37.37700000000001,-37.384,-37.35800000000001,-37.40500000000001,-37.244,-37.52199999999999,-37.166,-37.149,-36.93300000000001,-37.156,-36.886,-36.50999999999998,-37.123999999999995,-36.312999999999995,-36.75100000000001,-36.74800000000001,-36.443999999999996,-36.503,-36.902,-36.10100000000001,-36.243,-35.870000000000005,-35.85699999999999,-35.32300000000001,-35.016,-35.585,-34.09600000000001,-34.334999999999994,-33.78600000000001,-33.879999999999995,-32.76499999999999,-32.63799999999999,-31.79700000000002,-31.122,-30.279999999999998,-30.197,-28.744999999999983,-29.276999999999997,-29.284999999999997,-29.259999999999994,-30.303999999999988,-30.492999999999995,-31.890999999999984,-31.896999999999984,-34.70200000000001,-33.72199999999999,-35.465,-36.137,-34.323999999999984,-38.528000000000006,-37.668000000000006,-36.824,-37.23599999999999,-33.689
32,5B031FDDX00004,-39.044,-38.537000000000006,-38.04300000000001,-37.83599999999999,-37.96600000000001,-38.11300000000001,-38.05500000000001,-38.08700000000001,-38.165000000000006,-38.15499999999999,-38.114,-38.04,-38.018,-38.00499999999999,-37.98000000000001,-37.906000000000006,-37.922,-37.894000000000005,-37.795,-37.77699999999999,-37.707,-37.73999999999999,-37.74999999999998,-37.71799999999999,-37.699,-37.642999999999994,-37.65,-37.645,-37.58800000000001,-37.60400000000001,-37.598000000000006,-37.60600000000002,-37.59199999999999,-37.559000000000005,-37.57599999999999,-37.51400000000001,-37.542,-37.53599999999999,-37.50399999999999,-37.504999999999995,-37.473,-37.36700000000001,-37.374,-37.348000000000006,-37.39800000000001,-37.243,-37.517999999999994,-37.158,-37.138000000000005,-36.92400000000001,-37.147,-36.877,-36.500999999999976,-37.114999999999995,-36.30199999999999,-36.74300000000001,-36.738000000000014,-36.43,-36.491,-36.887,-36.10700000000001,-36.262,-35.889,-35.870999999999995,-35.336000000000006,-35.021,-35.595,-34.09700000000001,-34.32899999999999,-33.794000000000004,-33.87599999999999,-32.766999999999996,-32.638999999999996,-31.799000000000014,-31.131999999999998,-30.265999999999995,-30.186,-28.708999999999982,-29.247999999999998,-29.264999999999993,-29.245999999999995,-30.246999999999986,-30.492999999999995,-31.88799999999999,-31.886999999999986,-34.68700000000001,-33.62099999999999,-35.42000000000001,-36.046,-34.27399999999999,-38.525999999999996,-37.608000000000004,-36.65599999999999,-36.66199999999999,-33.58
33,5B031FDDX00004,-39.04599999999999,-38.54100000000001,-38.04700000000001,-37.837999999999994,-37.96500000000001,-38.11000000000001,-38.048,-38.07800000000001,-38.15500000000001,-38.14499999999999,-38.105999999999995,-38.034,-38.015,-38.002999999999986,-37.978000000000016,-37.903000000000006,-37.918,-37.89,-37.791,-37.77399999999999,-37.703,-37.734999999999985,-37.74399999999998,-37.710999999999984,-37.693,-37.638999999999996,-37.647,-37.642,-37.58500000000001,-37.599000000000004,-37.592000000000006,-37.60200000000002,-37.58899999999999,-37.556000000000004,-37.57599999999999,-37.51400000000001,-37.543000000000006,-37.53799999999999,-37.50899999999999,-37.507999999999996,-37.474999999999994,-37.372000000000014,-37.383,-37.35800000000001,-37.40400000000001,-37.242,-37.517999999999994,-37.16,-37.145,-36.934000000000005,-37.156,-36.889,-36.50999999999998,-37.12,-36.30799999999999,-36.76400000000001,-36.759000000000015,-36.448,-36.507,-36.89,-36.13300000000001,-36.253,-35.87400000000001,-35.86399999999999,-35.32200000000001,-35.005,-35.603,-34.08800000000001,-34.35099999999999,-33.813,-33.888999999999996,-32.78099999999999,-32.64399999999999,-31.782000000000018,-31.136,-30.291999999999994,-30.241,-28.773999999999983,-29.314999999999998,-29.263999999999996,-29.239999999999995,-30.305999999999987,-30.485999999999997,-31.840999999999987,-31.90999999999999,-34.65700000000001,-33.722999999999985,-35.38000000000001,-36.050000000000004,-34.27399999999999,-38.533,-37.635000000000005,-36.81099999999999,-37.291,-34.362
34,5B031FDDX00004,-39.05599999999999,-38.55400000000001,-38.06300000000001,-37.855999999999995,-37.98600000000001,-38.132000000000005,-38.069,-38.09600000000001,-38.17000000000001,-38.15699999999999,-38.117,-38.044000000000004,-38.025,-38.011999999999986,-37.987000000000016,-37.913000000000004,-37.928,-37.90100000000001,-37.803,-37.78599999999999,-37.716,-37.752999999999986,-37.76499999999998,-37.731999999999985,-37.709,-37.648999999999994,-37.653,-37.650000000000006,-37.59500000000001,-37.611000000000004,-37.604000000000006,-37.61300000000002,-37.60099999999999,-37.568000000000005,-37.586999999999996,-37.52700000000001,-37.55500000000001,-37.55099999999999,-37.519999999999996,-37.520999999999994,-37.488,-37.38200000000001,-37.393,-37.36600000000001,-37.409000000000006,-37.245,-37.526999999999994,-37.17,-37.156000000000006,-36.94400000000001,-37.167,-36.896,-36.51999999999998,-37.135,-36.32199999999999,-36.77100000000001,-36.76100000000002,-36.455,-36.513,-36.918,-36.122000000000014,-36.252,-35.88,-35.873999999999995,-35.33200000000001,-35.024,-35.602,-34.10300000000001,-34.35399999999999,-33.809000000000005,-33.895999999999994,-32.779999999999994,-32.646,-31.80000000000002,-31.137999999999998,-30.289999999999996,-30.233999999999998,-28.744999999999983,-29.304,-29.300999999999995,-29.245999999999995,-30.283999999999985,-30.496999999999993,-31.886999999999986,-31.896999999999984,-34.686000000000014,-33.72099999999999,-35.42800000000001,-36.134,-34.301999999999985,-38.564,-37.66600000000001,-36.67999999999999,-36.76899999999999,-34.275
